0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,35,30,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,35,30,50
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,25,120,30,40,55,45,30,15,35,70,50,30,45
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
0,0,0,0,0,0,30,105,20,40,55,45,30,15,40,70,50,30,55
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
30,65,30,20,15,90,40,180,60,50,80,60,30,30,45,75,45,35,60
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
35,70,30,20,20,90,35,200,60,60,80,60,30,30,50,80,45,40,65
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
40,80,30,20,30,90,35,200,60,60,80,60,30,30,50,80,45,35,70
